Title,PublicationPlace,PublicationPlaceState,PublicationPlaceCountry,Latitude,Longitude,Year,YearEnd,Gaps,Platform,Section,AccessLevel,URL,Last_Update,Language,Type,PlaceNotes,Subject1,Subject2,Subject3,Notes
Old Whig,London,,United Kingdom,51.5073,-0.1276,1719,1719,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Old Whig or The Consistent Protestant,London,,United Kingdom,51.5073,-0.1276,1735,1738,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Olla Podrida,Oxford,,United Kingdom,51.7522,-1.2583,1787,1788,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Omnia Comesta a Bello or An Answer out of the West,London,,United Kingdom,51.5073,-0.1276,1667,1667,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Oprechte Haerlemsche Courant,Haarlem,,Netherlands,52.3803,4.6406,1681,1795,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,Netherlands,,,,
Oracle,London,,United Kingdom,51.5073,-0.1276,1789,1789,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Oracle,London,,United Kingdom,51.5073,-0.1276,1790,1794,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Oracle,London,,United Kingdom,51.5073,-0.1276,1794,1798,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Oracle,London,,United Kingdom,51.5073,-0.1276,1798,1800,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Orange Gazette,London,,United Kingdom,51.5073,-0.1276,,1688,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Order and Forme for Church Government,London,,United Kingdom,51.5073,-0.1276,1641,1641,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Orders to Be Observed on Wednesday the 11th of October,London,,United Kingdom,51.5073,-0.1276,1727,1727,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Original London Post or Heathcote&apos;s Intelligencer,London,,United Kingdom,51.5073,-0.1276,1723,1724,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Original Star and Grand Weekly Advertiser,London,,United Kingdom,51.5073,-0.1276,1788,1788,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Original Weekly Journal,London,,United Kingdom,51.5073,-0.1276,1718,1720,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Orphan Reviv&apos;d or Powell&apos;s Weekly Journal,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Owen&apos;s Weekly Chronicle,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Owen&apos;s Weekly Chronicle,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Owen&apos;s Weekly Chronicle,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Oxford Gazette,London,,United Kingdom,51.5073,-0.1276,,1666,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Oxford Mercury and Midland County Chronicle,Oxford,,United Kingdom,51.7522,-1.2583,1796,1796,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Packet of Letters or An Exact Collection of All the Letters,London,,United Kingdom,51.5073,-0.1276,1646,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Packets of Letters,London,,United Kingdom,51.5073,-0.1276,1648,1648,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pacquet of Advice from France,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pacquet-Boat from Holland and Flanders,London,,United Kingdom,51.5073,-0.1276,,1695,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pacquets of Advice from Rome (Volume 3),London,,United Kingdom,51.5073,-0.1276,1681,1681,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pacquets of Advice from Rome (Volume 5),London,,United Kingdom,51.5073,-0.1276,1682,1683,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Papers Delivered in by the Commissioners of the Kingdom of Scotland at London,Edinburgh,,United Kingdom,55.9484,-3.1931,1646,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,Scotland,,,,
Papers from the Scots Quarters,London,,United Kingdom,51.5073,-0.1276,1646,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parker&apos;s General Advertiser and Morning Intelligencer,London,,United Kingdom,51.5073,-0.1276,1782,1784,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parker&apos;s London News or the Impartial Intelligencer,London,,United Kingdom,51.5073,-0.1276,1719,1725,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parker&apos;s Penny Post,London,,United Kingdom,51.5073,-0.1276,1725,1727,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliament Kite,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliament of Ladies,London,,United Kingdom,51.5073,-0.1276,1648,1648,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliament Scout Communicating His Intelligence to the Kingdome,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliament-Porter,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliamentary Intelligencer,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliamentary Spy,London,,United Kingdom,51.5073,-0.1276,1769,1770,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliaments Post,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Parliaments Scouts Discovery,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Particular Account of a Terrible and Bloody Engagement between the English and French Fleet,London,,United Kingdom,51.5073,-0.1276,1689,1689,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Particular Account of the Fight at Luzara,London,,United Kingdom,51.5073,-0.1276,1702,1702,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Particular Advice from the Office of Intelligence,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Particular Relation of the Severall Removes (Continuation of True Intelligence),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pasquin,London,,United Kingdom,51.5073,-0.1276,1722,1724,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Passages in Parliament,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Patrician,London,,United Kingdom,51.5073,-0.1276,1719,1719,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Patriot (1714),London,,United Kingdom,51.5073,-0.1276,,1714,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Patriot (1762),London,,United Kingdom,51.5073,-0.1276,1762,1762,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Patriot and General Advertiser,London,,United Kingdom,51.5073,-0.1276,1789,1789,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pegasus Being an History of the Most Remarkable Events,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pennsylvania Chronicle and Universal Advertiser,Philadelphia,,United States,39.952583,-75.165222,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,United States,,,,
Pennsylvania Gazette,Philadelphia,,United States,39.952583,-75.165222,,1750,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,United States,,,,
Pennsylvania Journal and Weekly Advertiser,Philadelphia,,United States,39.952583,-75.165222,1773,1774,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,United States,,,,
Penny London Morning Advertiser,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Penny London Post,London,,United Kingdom,51.5073,-0.1276,1733,1734,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Penny London Post or The Morning Advertiser,London,,United Kingdom,51.5073,-0.1276,,1746,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Peoples Ancient and Just Liberties Asserted,London,,United Kingdom,51.5073,-0.1276,1670,1670,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Account of the Daily Intelligence from the Armies,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect and More Particular Relation of the Proceedings of the Army in Ireland,London,,United Kingdom,51.5073,-0.1276,1649,1649,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Declaration of the Proceedings in Parliament,London,,United Kingdom,51.5073,-0.1276,1645,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnal or the Daily Proceedings in Parliament,London,,United Kingdom,51.5073,-0.1276,1660,1660,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of Passages in Parliament,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of Some Passages and Proceedings,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of Some Passages in Parliament (1643),London,,United Kingdom,51.5073,-0.1276,,1645,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of Some Passages of Parliament (1650),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of the Passages in Parliament (1642: Coles),London,,United Kingdom,51.5073,-0.1276,1643,1643,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of the Passages in Parliament (1642: Cooke and Wood),London,,United Kingdom,51.5073,-0.1276,,1643,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of the Passages in Parliament (1642: T. Cook),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Diurnall of the Passages in Parliament (1642: W. Cooke),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Occurrences of Both Houses of Parliament and Martiall Affairs,London,,United Kingdom,51.5073,-0.1276,1646,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Occurrences of Every Dayes Journall in Parliament,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Occurrences of Parliament,London,,United Kingdom,51.5073,-0.1276,1646,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Occurrences of Parliament and Chief Collections of Letters,London,,United Kingdom,51.5073,-0.1276,,1646,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Occurrences of the Most Remarkable Passages in Parliament,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Passages of Each Dayes Proceedings in Parliament,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Passages of Every Daies Intelligence,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Proceedings of State Affaires,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Summary of Chiefe Passages in Parliament,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Summary of Exact Passages in Parliament,London,,United Kingdom,51.5073,-0.1276,1649,1649,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Weekly Account (1647),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Weekly Account (1648),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Perfect Weekly Account (1650),London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Petition of Both Houses of Parliament,London,,United Kingdom,51.5073,-0.1276,1642,1642,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Philosophical Observator,London,,United Kingdom,51.5073,-0.1276,1695,1695,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Plain Dealer (1712),London,,United Kingdom,51.5073,-0.1276,1712,1712,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Plain Dealer (1724),London,,United Kingdom,51.5073,-0.1276,1724,1725,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Plebeian,London,,United Kingdom,51.5073,-0.1276,1719,1719,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Plymouth Weekly Journal Or General Post,Plymouth,,United Kingdom,50.3713,-4.1426,1720,1720,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Politick Spy,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Poor Robins Intelligence,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Poor Robins Intelligence or News from City and Country,London,,United Kingdom,51.5073,-0.1276,1691,1691,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Poor Robins Intelligence Revived,London,,United Kingdom,51.5073,-0.1276,1679,1680,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Poor Robins Memoirs,London,,United Kingdom,51.5073,-0.1276,1677,1678,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Poor Robins Prophesies,London,,United Kingdom,51.5073,-0.1276,1677,1677,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Popish Mass Display&apos;d,London,,United Kingdom,51.5073,-0.1276,1681,1681,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Porcupine,London,,United Kingdom,51.5073,-0.1276,1800,1800,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post Angel,London,,United Kingdom,51.5073,-0.1276,1701,1701,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post Angel or Universal Entertainment,London,,United Kingdom,51.5073,-0.1276,1702,1702,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post Boy,London,,United Kingdom,51.5073,-0.1276,,1711,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post Boy,London,,United Kingdom,51.5073,-0.1276,,1695,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post Boy,London,,United Kingdom,51.5073,-0.1276,,,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post Man and the Historical Account,London,,United Kingdom,51.5073,-0.1276,,1697,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Post-Master or Loyal Mercury,London,,United Kingdom,51.5073,-0.1276,1720,1725,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Prater,London,,United Kingdom,51.5073,-0.1276,1756,1756,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Present State of Europe or the Historical and Political Mercury,London,,United Kingdom,51.5073,-0.1276,1691,1692,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Presentment of the Grand-Jury For the County of Middlesex,London,,United Kingdom,51.5073,-0.1276,1728,1728,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Presentments of the Grand Jury For the County of Middlesex (1723),London,,United Kingdom,51.5073,-0.1276,1728,1728,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Pretended High Court of Justice,London,,United Kingdom,51.5073,-0.1276,1660,1660,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Prezzi Correnti di Livorno,London,,United Kingdom,51.5073,-0.1276,1796,1796,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Prezzi Correnti di Livorno (Giacomo Duclou),London,,United Kingdom,51.5073,-0.1276,1797,1798,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Prezzo Corrente Della Mercanzie D&apos;europa/Del Levante Per/in Smirne,London,,United Kingdom,51.5073,-0.1276,1786,1786,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Price Current of European/Levant Merchandise At Smyrna,London,,United Kingdom,51.5073,-0.1276,1785,1788,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Price Current of Goods Exported/Imported,London,,United Kingdom,51.5073,-0.1276,1781,1799,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Price Current of Goods Inward/Levant Merchandise At Smirna,London,,United Kingdom,51.5073,-0.1276,1785,1796,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Price Current of Leghorn,London,,United Kingdom,51.5073,-0.1276,1798,1798,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
Price Current of Leghorn (James Duclou),London,,United Kingdom,51.5073,-0.1276,1798,1799,,Gale,Burney,a subscription service (BC institutional login necessary),https://link.gale.com/apps/GDCS?u=mlin_m_bostcoll,9/26/22,English,Newspaper,England,,,,
